***
Some things have gotten removed such as:
- tatsuro yamashita - ride on time, etc.
- some dreamcatcher b sides - some kind of licensincg rereleas of music, will have to add songs back to playlist

so I will also keep old version of playlist
***

986  Items In Playlist
Don’t Start Now by Dua Lipa cover :  Sung Lee
Samara Joy - Linger Awhile (Visualizer) ft. Pasquale Grasso :  Samara Joy
Samara Joy - Guess Who I Saw Today :  Samara Joy
[4K] Dreamcatcher - “BONVOYAGE” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
이브, 프시케 그리고 푸른 수염의 아내 :  LE SSERAFIM
After LIKE :  IVE
Say Yes (Feels) (feat. Park Bird) :  RYCE
“Making Waves” ft. Minnie of (G)I-DLE // VALORANT Champions Tour  Pacific 2023 :  VALORANT Champions Tour Pacific
AJR - The Dumb Song (Official Video) :  AJR
离人愁 :  李袁杰 - Topic
Attitude :  Official fromis_9
#menow :  Official fromis_9
Wishlist :  Official fromis_9
In the Mirror :  Official fromis_9
Don't Care :  Official fromis_9
What I Want :  Official fromis_9
My Night Routine :  Official fromis_9
눈맞춤 :  Official fromis_9
My Famed Disappearing Act :  Thank You Scientist - Topic
Prelude :  Thank You Scientist - Topic
Gigglebutton :  Thank You Scientist - Topic
Creature Comfort :  Thank You Scientist - Topic
Thank You Scientist &quot;Mr  Invisible&quot; Sun Session :  Sun Lab Studio
Thank You Scientist feat. Bluecoats - FXMLDR (Solar Powered Live Performance) :  Thank You Scientist
KISS OF LIFE (키스오브라이프) 'Sugarcoat (NATTY Solo)' MV :  KISS OF LIFE
Tiwa Savage: Tiny Desk (Home) Concert :  NPR Music
the plan :  gigerth
world martial arts champion, spiderman :  gigerth
NewJeans x J.I.D | Zero (Remix) | Coke Studio :  Coke Studio
Zero (J.I.D Remix) :  NewJeans
The Legend of Zelda: Tears of the Kingdom (acapella) :  MayTree
Valerie cover :  Sung Lee
Rema - Calm Down (Official Music Video) :  Rema
Rema: Calm Down/Holiday | The Tonight Show Starring Jimmy Fallon :  The Tonight Show Starring Jimmy Fallon
YOASOBI「アイドル」 Official Music Video :  Ayase / YOASOBI
REALiZE :  LiSA Official YouTube
NEVER GIVE UP YOUR WAAAAAAAAAAAAY :  Team Psycosmos
Thank You Scientist - Anchor (Live at Backroom Studios) :  Thank You Scientist
Super Bell Hill - Big Band Jazz version (The 8-Bit Big Band) :  The 8-Bit Big Band
山下達郎「さよなら夏の日」 :  Warner Music Japan
My sense of humor is broken :  f4iry
'Apparently' kid interviewed at Pennsylvania county fair :  CBS 42
Super Shy :  NewJeans
High On A Rocky Ledge :  Moondog - Topic
New Amsterdam :  Moondog - Topic
Himiko Kikuchi - Flying Beagle (1987) :  captain chef
Groovin' :  The Rascals - Topic
YOUR NEW MORNING ALARM :  Marc Rebillet
JID: Tiny Desk Concert :  NPR Music
Serani Poji - Pipo Pipo :  san boogie
Serani Poji - Time is Flowing Slowly :  (;´･ω･)
Serani Poji - Sugar Boo :  mirroredhour
MONSUNE - OUTTA MY MIND :  monsune
Blue Train (Remastered 2003/Rudy Van Gelder Edition) :  John Coltrane
Get Up :  NewJeans
Cool With You :  NewJeans
Necry Talkie - You Should Head North MV :  NecryTalkie Official
Last Summer Whisper :  ANRI 杏里 Official
백예린 (Yerin Baek) - I'm in love + Zero + Square / 2023 Square :  Yerin Baek
Hiromi Uehara The Trio Project &quot;Desire&quot; :  Hiromi Uehara
ไม่อยากฟัง - SERIOUS BACON [ Official MV ] :  BOXX MUSIC
Remember Summer Days :  ANRI 杏里 Official
ANRI  杏里  アンリ Anri ”WINDY SUMMER”  Timely!!🎤♪🎶🎸［Official Video］ :  ANRI 杏里 Official
CAT'S EYE ((NEW TAKE)) :  ANRI 杏里 Official
STAY BY ME :  ANRI 杏里 Official
悲しみがとまらない　I CAN'T STOP THE LONELINESS :  ANRI 杏里 Official
Earth, Wind &amp; Fire - Let's Groove (Official HD Video) :  Earth Wind &amp; Fire
The Jacksons - Blame It On the Boogie (Official Video) :  The Jacksons
Airport Lady - Toshiki Kadomatsu (1984) :  Franky Mao
DRIVING MY LOVE :  ANRI 杏里 Official
GOOD-NIGHT FOR YOU :  ANRI 杏里 Official
Chingis Khaan :  Batzorig Vaanchig
Joy Again - Looking Out for You (Lyric Video) :  Joy Again
山下達郎「Sync Of Summer」 :  Warner Music Japan
Sukiyaki (Ue o Muite Arukou) - Kyu Sakamoto (English Translation and Lyrics) :  Sugarfree
What Was I Made For cover :  Sung Lee
Chilli Beans.  / DRIP TOKYO :  DRIP TOKYO
Leon Theremin playing his own instrument :  slonikyouth
Chet Atkins Dark eyes :  boekenkas
[Pre-release🎨] 'Four times around the sun' IU Live Clip (With NELL) :  이지금 [IU Official]
Hey Nineteen :  Steely Dan
Fly By Day :  ANRI 杏里 Official
Idol :  Tim Henson
[meenoi] 자작랩 쇼미더머니9 지원영상 :  MEENOI
Idol Unplugged :  Tim Henson
YOASOBI「セブンティーン」Official Music Video :  Ayase / YOASOBI
YOASOBI「アイドル」(Idol) from 『YOASOBI ARENA TOUR 2023 &quot;電光石火&quot;』2023.6.4@さいたまスーパーアリーナ :  Ayase / YOASOBI
Johnny Rivers - Seventh Son. :  cadlagh1 Bill Kealy
Young K &quot;let it be summer&quot; M/V :  JYP Entertainment
Mystical Composer :  Momoko Kikuchi - Topic
Demon Dragon (Final Boss Phase 3) - The Legend of Zelda: Tears of the Kingdom OST :  Yoshi's VGM
Saving Zelda (Final Dive) - The Legend of Zelda: Tears of the Kingdom OST :  Yoshi's VGM
Colgera Wind Dungeon Boss Battle | Zelda Tears of the Kingdom Soundtrack :  SitBar
Obongjayar: Tiny Desk Concert :  NPR Music
Kenya Grace - Strangers (Official Lyric Video) :  Kenya Grace
Almost Like Being In Love (Remastered) :  Nat King Cole
[QUENMIX] NHÃ NHẠC VOL 5: CHIỀU CHỦ NHẬT Vinyl Mixset by Jazz Cát Lượng | Weekend Vibe :  QUỆN
Roy Hargrove Quintet 'Top Of My Head' | Live Studio Session :  KNKX Public Radio
Roy Hargrove Quintet 'Soulful' | Live Studio Session :  KNKX Public Radio
People Make the World Go Round :  Monty Alexander
Hiromi: Tiny Desk Concert :  NPR Music
HAPPY END :  Chilli Beans.
lemonade :  Chilli Beans.
It’s ME :  Chilli Beans.
アンドロン :  Chilli Beans.
Love Lee :  AKMU
Fairytale :  Dreamcatcher official
Head Full Of Doubt/Road Full Of Promise :  The Avett Brothers
V of BTS: Tiny Desk Korea :  NPR Music
Turning NewJeans, SNSD, BTS &amp; TWICE songs into JAZZ! (w/ Lee Jin Ah) :  ReacttotheK
So Glad I Found You :  Jalen Ngonda
If You Don't Want My Love :  Jalen Ngonda
Popo (How deep is our love?) :  Yerin Baek
[ENG SUB] 이진아 '람팜팜(Rum Pum Pum)' Live Performance | Lee Jin Ah 'Rum Pum Pum' :  안테나 Antenna
Lee Jin Ah (이진아)  Dreamy Alarm (꿈 같은 알람) JHMJams + behind the scenes :  JHMJams
YOASO鼻 :  はるか2号[準備中]
이진아 정규 3집 '도시의 속마음' : 'City Lights' Live Clip | Lee Jin Ah 3rd Full Album 'Hearts of the City' :  안테나 Antenna
[4K] AKMU - “Love Lee” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
勇者 :  Ayase / YOASOBI
Olivia Rodrigo - get him back! in the Live Lounge :  BBCRadio1VEVO
DEMIAN (DEMIAN) :  Dreamcatcher official
Ditto :  NewJeans
AJR - Christmas in June (Official Video) :  AJR
my future Billie Eilish cover :  Sung Lee
NAYEON &quot;NO PROBLEM (Feat. Felix of Stray Kids)&quot; Band Live Clip :  TWICE
The Way You Look Tonight :  Oscar Peterson (The Estate of Oscar Peterson)
Strasbourg /St. Denis (Roy Hargrove) 구본암x김승호x윤준현x적재 야간합주실ver. :  미분류적재
Autumn Leaves :  Vince Guaraldi
Fly Me To The Moon :  Vince Guaraldi
張磊版《南山南》經典版MV，张磊《南山南》MV。 :  花的日记
Transition 前進樂團 Dui Bu Qi 對不起我的中文不好 :  transitionofficial
로꼬 (Loco) - 'NOT OK (Feat. 민니 ((여자)아이들))' Official Music Video [ENG/CHN] :  AOMGOFFICIAL
Lemon Black Tea :  조유리 JO YURI
[야간합주실] TWICE - 'Alcohol-Free' | 곽진언 &amp; 암호준재의 즉흥합주 라이브! | 야간작업실 :  네이버 NOW.
LE SSERAFIM (르세라핌) 'Jewelry (Prod. imase)' LIVE CLIP :  LE SSERAFIM
Tabber - Being (feat. 백예린) (Official Video) :  you.will.knovv
[야간합주실] 이무진 (Lee Mujin) - '과제곡' 즉흥 합주 라이브! | 야간작업실 :  네이버 NOW.
Clifford Brown - Stompin' at the Savoy :  Lennart Länk aka helluvagun
Nile Rodgers &amp; CHIC: Tiny Desk Concert :  NPR Music
Burning Down the House (2005 Remaster) :  Talking Heads
[MV] 김뜻돌 (Meaningful Stone) - 비 오는 거리에서 춤을 추자 (Dancing in the rain) / Official Music Video :  POCLANOS
적재(JUKJAE) X 루시드폴 '오, 사랑' Live Clip in Jeju :  적재 JUKJAE Official
[I'm LIVE] Meaningful Stone (김뜻돌) &amp; beep-boop-beep-boop (삐뽀삐뽀) :  I'm LIVE | 아임라이브
Sonny Rollins  - Plus 4  ( Full Album ) :  All That Jazz Don Kaart
Cookin' (Remastered) :  Clifford Brown - Topic
Stardust :  Clifford Brown - Topic
[Special Clip] Dreamcatcher(드림캐쳐) 'Fairytale' :  Dreamcatcher official
little things mean a lot / kitty kallen :  okiothfdbyiu
ภาพฝันในจักรวาล - เขียนไขและวานิช live Farmtival •ฟาร์มติวัล vol.1 ผลไม้หรรษา :  What i like - สิ่งที่กูชอบ
The Sheik of Araby :  Coleman Hawkins - Topic
MEENOI (미노이) - '어떨것같애 (Feat. ZICO)' Official Music Video [ENG/CHN] :  AOMGOFFICIAL
Art Blakey &amp; the Jazz Messengers - Moanin' :  60otaku4
Work Song (Remastered) :  Cannonball Adderley
OOTD (OOTD) :  Dreamcatcher official
Love Is Everywhere :  Pharoah Sanders
Dreamcatcher(드림캐쳐) 'OOTD' Dance Video (MV ver.) :  Dreamcatcher official
Natsuiro Kataomoi :  Momoko Kikuchi - Topic
She's Funny That Way (1996 Remastered) :  Coleman Hawkins - Topic
Dolphin Shoals - Mario Kart 8  *Full Big Band Jazz Fusion version* ft. Bryan Carter :  The 8-Bit Big Band
Christmastime Again - Brandon Wilde :  JomaMusicGroup
Crazy Train :  Ozzy Osbourne
Philip Bailey, Phil Collins - Easy Lover :  Earth Wind &amp; Fire
YUKIKA - 'I want to be closer to you' Official MV :  유키카 YUKIKA Official
GHIBLI themes (acapella) :  MayTree
Joe Hisaishi - Tonari no Totoro (High Quality) :  Vitaly Kogan
Cookin' :  Clifford Brown - Topic
Beautiful Night :  Seori_Official
Dawnlight :  진저 g1nger
Kimiko Takeguchi - &quot;Loneliness&quot; (Live from Shiba Park) :  Ginger Root
Official髭男dism - SOULSOUP [Official Video] :  Official髭男dism
‘모든 장르 섭렵(?)’한 미노이가 부르는 윤하의 ＜사건의 지평선♪＞🌌 [더 시즌즈-악뮤의 오날오밤] | KBS 231201 방송 :  KBS Kpop
Spyro ft Tiwa Savage - Who is your Guy? Remix (Official Video) :  OFFICIAL SPYRO
King Promise - Terminator feat. Young Jonn (Official Video) :  King Promise Official
[리무진 서비스 클립] 와르르 ♥ | 뉴진스 하니 | NewJeans HANNI :  KBS Kpop
로꼬 (Loco) : Tiny Desk Korea :  Tiny Desk Korea
로꼬 (Loco) &amp; 화사 (Hwa Sa) - 'Somebody!' Official Music Video [ENG/CHN] :  AOMGOFFICIAL
TWICE &quot;What is Love?&quot; M/V :  JYP Entertainment
Rhapsody in Blue (grass) :  Béla Fleck
[4K] Gyubin - “Really Like You” Band LIVE Concert [it's Live] K-POP live music show :  it's Live
Hoàng Thuỳ Linh - See Tình | Dance Performance :  Hoàng Thùy Linh
NECRY TALKIE - bloom :  NecryTalkie Official
Juan Gabriel - Amor Eterno (En Vivo [Desde el Instituto Nacional de Bellas Artes]) :  Juan Gabriel
Mario Kart Coconut Mall (acapella) :  MayTree
TWICE &quot;I GOT YOU&quot; Live Clip :  TWICE
[야간합주실] 멜로망스 &amp; 암호준재 - 'Gravity' 즉흥합주 라이브! | 야간작업실 :  네이버 NOW.
Toto - Hold The Line (Official Video) :  TOTO
David Bowie - Modern Love (Official Video) :  David Bowie
カントリー・ロード（Cover） :  Goose house
I'm in Love :  Tomoko Aran - Topic
全方向美少女 :  乃紫
Chet Baker - I fall in love too easily :  nadziejaszek
Dream A Little Dream Of Me :  Ella Fitzgerald
[리무진 서비스 클립] Polaroid love | 르세라핌 김채원 X 이무진 |  LE SSERAFIM CHAEWON X LEE MU JIN :  KBS Kpop
IVE 아이브 'All Night (Feat. Saweetie)' Official Music Video :  IVE
Starlight :  Dreamcatcher official
Yahritza Y Su Esencia, Grupo Frontera - Frágil (Official Video) :  Yahritza Y Su Esencia
Roy Hargrove   I remember Clifford :  mjlex05
츄 CHUU - 아름다운 이별 A Beautiful Farewell (Live Clip) :  GENIE MUSIC
Camidoh - Sugarcane Remix (Feat. Mayorkun, King Promise &amp; Darkoo) (Official Video) :  Camidoh
RUSH :  TWICE
Kim Jong Kook - Loveable (Sarang Surowo) [MV] :  1p0nz
TWICE &quot;Queen of Hearts&quot; Live Clip :  TWICE
VIVIZ (비비지) - 'MANIAC' MV :  BPM Entertainment
트와이스(TWICE)의 킬링보이스를 라이브로!ㅣOOH-AHH하게, CHEER UP, TT, KNOCK KNOCK, Heart shaker, YES or YES, ONE SPARK :  딩고 뮤직 / dingo music
TWICE &quot;ONE SPARK&quot; Live Stage @ TWICE 5TH WORLD TOUR 'READY TO BE' ONCE MORE IN LAS VEGAS :  TWICE
Stray Kids &quot;Easy&quot; M/V :  JYP Entertainment
Bruno Mars &amp; Anderson .Paak: ‘An Evening With Silk Sonic’ Interview | Apple Music :  Apple Music
